,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct
284,3,Second Order,82,3A-TR/34,3A-TR,34,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,Second Order: The Bazaar (Turkish),Turkish,,,"9_TR-1, 10_TR-1, 11_TR-1, 12_TR, 13_TR, 14_TR-1",6,Turkish,Yardımsever bir asistansın.,4,13_TR,13,Selin kermesten {CEVAP} aldı.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,,0,Reality,109,tarçınlı kurabiye
300,3,Second Order,82,3A-TR/34,3A-TR,34,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,Second Order: The Bazaar (Turkish),Turkish,,,"9_TR-1, 10_TR-1, 11_TR-1, 12_TR, 13_TR, 14_TR-1",6,Turkish,Yardımsever bir asistansın.,5,14_TR-1,14,Okan kermeste {CEVAP} satıldığına inanıyor.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,,1,Belief,110,ballı çörek
142,3,Second Order,83,3A-TR/35,3A-TR,35,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV Zan)",Turkish,1.0,,"9_TR-2, 10_TR-2, 11_TR-2, 12_TR, 13_TR, 14_TR-2",6,Turkish,Yardımsever bir asistansın.,0,9_TR-2,9,"Selin’e göre, Ece Selin’in {CEVAP} satın aldığını zannediyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,1.0,,2,Belief,103,çikolatalı kek
158,3,Second Order,83,3A-TR/35,3A-TR,35,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV Zan)",Turkish,1.0,,"9_TR-2, 10_TR-2, 11_TR-2, 12_TR, 13_TR, 14_TR-2",6,Turkish,Yardımsever bir asistansın.,1,10_TR-2,10,Selin neden Ece’nin bunu zannettiğini zannediyor?,,Open-ended,Turkish,1.0,,2,Explanation,105,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar."
214,3,Second Order,83,3A-TR/35,3A-TR,35,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV Zan)",Turkish,1.0,,"9_TR-2, 10_TR-2, 11_TR-2, 12_TR, 13_TR, 14_TR-2",6,Turkish,Yardımsever bir asistansın.,2,11_TR-2,11,"Ece, Selin'in kermesten {CEVAP} satın aldığını zannediyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,1.0,,1,Belief,107,ballı çörek
269,3,Second Order,83,3A-TR/35,3A-TR,35,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV Zan)",Turkish,1.0,,"9_TR-2, 10_TR-2, 11_TR-2, 12_TR, 13_TR, 14_TR-2",6,Turkish,Yardımsever bir asistansın.,3,12_TR,12,"Selin, Okan’ın Ece’ye kermeste çikolatalı kek olmadığını söylediğini biliyor mu?","Evet, Hayır",Closed-ended,Turkish,,,0,Knowledge,108,Hayır
285,3,Second Order,83,3A-TR/35,3A-TR,35,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV Zan)",Turkish,1.0,,"9_TR-2, 10_TR-2, 11_TR-2, 12_TR, 13_TR, 14_TR-2",6,Turkish,Yardımsever bir asistansın.,4,13_TR,13,Selin kermesten {CEVAP} aldı.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,,0,Reality,109,tarçınlı kurabiye
301,3,Second Order,83,3A-TR/35,3A-TR,35,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV Zan)",Turkish,1.0,,"9_TR-2, 10_TR-2, 11_TR-2, 12_TR, 13_TR, 14_TR-2",6,Turkish,Yardımsever bir asistansın.,5,14_TR-2,14,Okan kermeste {CEVAP} satıldığını zannediyor.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,1.0,,1,Belief,111,ballı çörek
143,3,Second Order,84,3B-EN/36,3B-EN,36,3B,Unexpected Contents,The Kitten,"Rebecca’s birthday is approaching. She asks her mother to get her a cat instead of a toy for her birthday. Her mother tells her that she got her a toy. While preparing to go to school, Rebecca goes to the kitchen to pick her lunch box up. She hears a sound coming from the cupboard. She opens the door. She sees a cat hidden inside a box. She thinks that her mother actually got it for her instead of a toy, but hid it to surprise Rebecca. After Rebecca has left for school, her father enters the kitchen. Since he is unaware of the surprise gift he thinks that their neighbour’s cat fled and entered their kitchen. He takes it back to their neighbour.",English,Second Order: The Kitten (English),English,,,"15_EN, 16_EN, 17_EN, 18_EN, 19_EN, 20_EN",5,English,You are a helpful assistant.,0,15_EN,15,Rebecca thinks that her mother got her a {RESPONSE} for her birthday.,"cat, toy",Closed-ended,English,,,1,Thought,112,cat
159,3,Second Order,84,3B-EN/36,3B-EN,36,3B,Unexpected Contents,The Kitten,"Rebecca’s birthday is approaching. She asks her mother to get her a cat instead of a toy for her birthday. Her mother tells her that she got her a toy. While preparing to go to school, Rebecca goes to the kitchen to pick her lunch box up. She hears a sound coming from the cupboard. She opens the door. She sees a cat hidden inside a box. She thinks that her mother actually got it for her instead of a toy, but hid it to surprise Rebecca. After Rebecca has left for school, her father enters the kitchen. Since he is unaware of the surprise gift he thinks that their neighbour’s cat fled and entered their kitchen. He takes it back to their neighbour.",English,Second Order: The Kitten (English),English,,,"15_EN, 16_EN, 17_EN, 18_EN, 19_EN, 20_EN",5,English,You are a helpful assistant.,1,16_EN,16,Why does Rebecca think so?,,Open-ended,English,,,1,Explanation,113,"Because she saw the cat hidden inside a box in the cupboard, which she assumes to be her mother's birthday gift."
215,3,Second Order,84,3B-EN/36,3B-EN,36,3B,Unexpected Contents,The Kitten,"Rebecca’s birthday is approaching. She asks her mother to get her a cat instead of a toy for her birthday. Her mother tells her that she got her a toy. While preparing to go to school, Rebecca goes to the kitchen to pick her lunch box up. She hears a sound coming from the cupboard. She opens the door. She sees a cat hidden inside a box. She thinks that her mother actually got it for her instead of a toy, but hid it to surprise Rebecca. After Rebecca has left for school, her father enters the kitchen. Since he is unaware of the surprise gift he thinks that their neighbour’s cat fled and entered their kitchen. He takes it back to their neighbour.",English,Second Order: The Kitten (English),English,,,"15_EN, 16_EN, 17_EN, 18_EN, 19_EN, 20_EN",5,English,You are a helpful assistant.,2,17_EN,17,Rebecca’s mother got Rebbecca a {RESPONSE} for her birthday.,"cat, toy",Closed-ended,English,,,0,Reality,114,cat
271,3,Second Order,84,3B-EN/36,3B-EN,36,3B,Unexpected Contents,The Kitten,"Rebecca’s birthday is approaching. She asks her mother to get her a cat instead of a toy for her birthday. Her mother tells her that she got her a toy. While preparing to go to school, Rebecca goes to the kitchen to pick her lunch box up. She hears a sound coming from the cupboard. She opens the door. She sees a cat hidden inside a box. She thinks that her mother actually got it for her instead of a toy, but hid it to surprise Rebecca. After Rebecca has left for school, her father enters the kitchen. Since he is unaware of the surprise gift he thinks that their neighbour’s cat fled and entered their kitchen. He takes it back to their neighbour.",English,Second Order: The Kitten (English),English,,,"15_EN, 16_EN, 17_EN, 18_EN, 19_EN, 20_EN",5,English,You are a helpful assistant.,3,18_EN,18,"According to Rebecca’s mother, Rebecca thinks that she will get a {RESPONSE} for her birthday.","cat, toy",Closed-ended,English,,,2,Thought,115,toy
287,3,Second Order,84,3B-EN/36,3B-EN,36,3B,Unexpected Contents,The Kitten,"Rebecca’s birthday is approaching. She asks her mother to get her a cat instead of a toy for her birthday. Her mother tells her that she got her a toy. While preparing to go to school, Rebecca goes to the kitchen to pick her lunch box up. She hears a sound coming from the cupboard. She opens the door. She sees a cat hidden inside a box. She thinks that her mother actually got it for her instead of a toy, but hid it to surprise Rebecca. After Rebecca has left for school, her father enters the kitchen. Since he is unaware of the surprise gift he thinks that their neighbour’s cat fled and entered their kitchen. He takes it back to their neighbour.",English,Second Order: The Kitten (English),English,,,"15_EN, 16_EN, 17_EN, 18_EN, 19_EN, 20_EN",5,English,You are a helpful assistant.,4,19_EN,19,Does Rebecca’s mother know that Rebecca saw the cat?,"Yes, No",Closed-ended,English,,,0,Knowledge,116,No
302,3,Second Order,84,3B-EN/36,3B-EN,36,3B,Unexpected Contents,The Kitten,"Rebecca’s birthday is approaching. She asks her mother to get her a cat instead of a toy for her birthday. Her mother tells her that she got her a toy. While preparing to go to school, Rebecca goes to the kitchen to pick her lunch box up. She hears a sound coming from the cupboard. She opens the door. She sees a cat hidden inside a box. She thinks that her mother actually got it for her instead of a toy, but hid it to surprise Rebecca. After Rebecca has left for school, her father enters the kitchen. Since he is unaware of the surprise gift he thinks that their neighbour’s cat fled and entered their kitchen. He takes it back to their neighbour.",English,Second Order: The Kitten (English),English,,,"15_EN, 16_EN, 17_EN, 18_EN, 19_EN, 20_EN",5,English,You are a helpful assistant.,5,20_EN,20,What does Rebecca’s father think when he sees the cat?,"Rebecca's mother's gift, neighbour's cat",Closed-ended,English,,,1,Thought,117,He thinks that it is the neighbour's cat which fled and entered their kitchen.
144,3,Second Order,85,3B-TR/37,3B-TR,37,3B,Unexpected Contents,The Kitten,Melis’in doğum günü yaklaşmaktadır. Annesinden doğum gününde ona oyuncak değil de bir kedi almasını ister. Ancak annesi Melis’e bir oyuncak aldığını söyler. Melis okula gitmek için hazırlanırken mutfağa beslenme çantasını almaya gider. O sırada dolaptan bir ses gelir. Melis dolabın kapağını açar. Kutu içinde saklı kediyi görür. Annesinin ona hediye olarak oyuncak yerine aslında onu aldığını ancak sürpriz yapmak için dolapta sakladığını düşünür. Melis okula gittikten sonra Melis’in babası mutfağa girer. Sürpriz hediyeden haberi olmadığı için komşularının kedisinin kaçıp mutfaklarına girdiğini düşünür. Onu alır ve komşularına götürür.,Turkish,Second Order: The Kitten (Turkish),Turkish,,,"15_TR-1, 16_TR-1, 17_TR, 18_TR-1, 19_TR, 20_TR-1",6,Turkish,Yardımsever bir asistansın.,0,15_TR-1,15,"Melis, annesinin ona doğum günü hediyesi olarak {CEVAP} aldığını düşünüyor.","kedi, oyuncak",Closed-ended,Turkish,,,1,Thought,118,kedi
160,3,Second Order,85,3B-TR/37,3B-TR,37,3B,Unexpected Contents,The Kitten,Melis’in doğum günü yaklaşmaktadır. Annesinden doğum gününde ona oyuncak değil de bir kedi almasını ister. Ancak annesi Melis’e bir oyuncak aldığını söyler. Melis okula gitmek için hazırlanırken mutfağa beslenme çantasını almaya gider. O sırada dolaptan bir ses gelir. Melis dolabın kapağını açar. Kutu içinde saklı kediyi görür. Annesinin ona hediye olarak oyuncak yerine aslında onu aldığını ancak sürpriz yapmak için dolapta sakladığını düşünür. Melis okula gittikten sonra Melis’in babası mutfağa girer. Sürpriz hediyeden haberi olmadığı için komşularının kedisinin kaçıp mutfaklarına girdiğini düşünür. Onu alır ve komşularına götürür.,Turkish,Second Order: The Kitten (Turkish),Turkish,,,"15_TR-1, 16_TR-1, 17_TR, 18_TR-1, 19_TR, 20_TR-1",6,Turkish,Yardımsever bir asistansın.,1,16_TR-1,16,Melis neden böyle düşünüyor?,,Open-ended,Turkish,,,1,Explanation,120,"Çünkü dolabın içerisinde kutu içinde saklı kediyi gördü, ve bunun annesinin doğum günü hediyesi olduğu varsayımını yaptı."
216,3,Second Order,85,3B-TR/37,3B-TR,37,3B,Unexpected Contents,The Kitten,Melis’in doğum günü yaklaşmaktadır. Annesinden doğum gününde ona oyuncak değil de bir kedi almasını ister. Ancak annesi Melis’e bir oyuncak aldığını söyler. Melis okula gitmek için hazırlanırken mutfağa beslenme çantasını almaya gider. O sırada dolaptan bir ses gelir. Melis dolabın kapağını açar. Kutu içinde saklı kediyi görür. Annesinin ona hediye olarak oyuncak yerine aslında onu aldığını ancak sürpriz yapmak için dolapta sakladığını düşünür. Melis okula gittikten sonra Melis’in babası mutfağa girer. Sürpriz hediyeden haberi olmadığı için komşularının kedisinin kaçıp mutfaklarına girdiğini düşünür. Onu alır ve komşularına götürür.,Turkish,Second Order: The Kitten (Turkish),Turkish,,,"15_TR-1, 16_TR-1, 17_TR, 18_TR-1, 19_TR, 20_TR-1",6,Turkish,Yardımsever bir asistansın.,2,17_TR,17,Melis’in annesi doğum günü içim Melis’e {CEVAP} aldı.,"kedi, oyuncak",Closed-ended,Turkish,,,0,Reality,122,kedi
272,3,Second Order,85,3B-TR/37,3B-TR,37,3B,Unexpected Contents,The Kitten,Melis’in doğum günü yaklaşmaktadır. Annesinden doğum gününde ona oyuncak değil de bir kedi almasını ister. Ancak annesi Melis’e bir oyuncak aldığını söyler. Melis okula gitmek için hazırlanırken mutfağa beslenme çantasını almaya gider. O sırada dolaptan bir ses gelir. Melis dolabın kapağını açar. Kutu içinde saklı kediyi görür. Annesinin ona hediye olarak oyuncak yerine aslında onu aldığını ancak sürpriz yapmak için dolapta sakladığını düşünür. Melis okula gittikten sonra Melis’in babası mutfağa girer. Sürpriz hediyeden haberi olmadığı için komşularının kedisinin kaçıp mutfaklarına girdiğini düşünür. Onu alır ve komşularına götürür.,Turkish,Second Order: The Kitten (Turkish),Turkish,,,"15_TR-1, 16_TR-1, 17_TR, 18_TR-1, 19_TR, 20_TR-1",6,Turkish,Yardımsever bir asistansın.,3,18_TR-1,18,"Melis’in annesine göre, Melis doğum günü hediyesi olarak {CEVAP} alacağını düşünüyor.","kedi, oyuncak",Closed-ended,Turkish,,,2,Thought,123,oyuncak
288,3,Second Order,85,3B-TR/37,3B-TR,37,3B,Unexpected Contents,The Kitten,Melis’in doğum günü yaklaşmaktadır. Annesinden doğum gününde ona oyuncak değil de bir kedi almasını ister. Ancak annesi Melis’e bir oyuncak aldığını söyler. Melis okula gitmek için hazırlanırken mutfağa beslenme çantasını almaya gider. O sırada dolaptan bir ses gelir. Melis dolabın kapağını açar. Kutu içinde saklı kediyi görür. Annesinin ona hediye olarak oyuncak yerine aslında onu aldığını ancak sürpriz yapmak için dolapta sakladığını düşünür. Melis okula gittikten sonra Melis’in babası mutfağa girer. Sürpriz hediyeden haberi olmadığı için komşularının kedisinin kaçıp mutfaklarına girdiğini düşünür. Onu alır ve komşularına götürür.,Turkish,Second Order: The Kitten (Turkish),Turkish,,,"15_TR-1, 16_TR-1, 17_TR, 18_TR-1, 19_TR, 20_TR-1",6,Turkish,Yardımsever bir asistansın.,4,19_TR,19,Melis’in annesi Melis’in kediyi gördüğünü biliyor mu?,"Evet, Hayır",Closed-ended,Turkish,,,0,Knowledge,125,Hayır
303,3,Second Order,85,3B-TR/37,3B-TR,37,3B,Unexpected Contents,The Kitten,Melis’in doğum günü yaklaşmaktadır. Annesinden doğum gününde ona oyuncak değil de bir kedi almasını ister. Ancak annesi Melis’e bir oyuncak aldığını söyler. Melis okula gitmek için hazırlanırken mutfağa beslenme çantasını almaya gider. O sırada dolaptan bir ses gelir. Melis dolabın kapağını açar. Kutu içinde saklı kediyi görür. Annesinin ona hediye olarak oyuncak yerine aslında onu aldığını ancak sürpriz yapmak için dolapta sakladığını düşünür. Melis okula gittikten sonra Melis’in babası mutfağa girer. Sürpriz hediyeden haberi olmadığı için komşularının kedisinin kaçıp mutfaklarına girdiğini düşünür. Onu alır ve komşularına götürür.,Turkish,Second Order: The Kitten (Turkish),Turkish,,,"15_TR-1, 16_TR-1, 17_TR, 18_TR-1, 19_TR, 20_TR-1",6,Turkish,Yardımsever bir asistansın.,5,20_TR-1,20,Melis’in babası kediyi görünce ne düşünüyor?,"Melis'in annesinin hediyesi, komşunun kedisi",Closed-ended,Turkish,,,1,Thought,126,Komşularının kedisinin kaçıp kendi mutfaklarına girdiğini düşünür.
